id,name,weight,height,types,types2,url,abilities,evolutions
20,Raticate,18.5 kg (40.8 lbs),0.7 m (2′04″),Normal,Normal,https://pokemondb.net/pokedex/raticate,"[{'name': 'Hustle', 'text': ""increases the ability-bearer's Attack by 50%, however, it also reduces the Accuracy of all Physical moves by 20%. If a Pokémon with   is the leading party Pokémon, wild Pokémon are 50% more likely to be higher level."", 'url': 'https://pokemondb.net/ability/hustle'}, {'name': 'Run Away', 'text': 'allows the bearer to flee a battle with a wild Pokémon without fail, even if the opposing Pokémon has used a move like   or  , or has an ability such as  . Pokémon with   cannot switch out for another Pokémon, only flee. It does not allow the Pokémon to flee from Trainer battles.', 'url': 'https://pokemondb.net/ability/run-away'}, {'name': 'Guts', 'text': ""raises the ability-bearer's Attack by 50% when inflicted by a major status ailment (poison, burn, paralysis, freeze or sleep). If burnt, the Pokémon does not suffer the usual drop in Attack. All other effects of the status condition remain, e.g. losing HP each turn (poison, burn), speed drop (paralysis) or being unable to attack (paralysis, freeze, sleep)."", 'url': 'https://pokemondb.net/ability/guts'}, {'name': 'Gluttony', 'text': 'A Pokémon with   will use a   when its HP drops to 50%, rather than the usual 25%. Pinch berries are: Figy, Wiki, Mago, Aguav, Iapapa, Liechi, Ganlon, Salac, Petaya, Apicot, Lansat, Starf, Micle and Custap. (Their descriptions state that they work  )', 'url': 'https://pokemondb.net/ability/gluttony'}]","[{'IdEvolucao': '#0019', 'NomeEvolucao': 'Rattata', 'UrlEvolucao': 'https://pokemondb.net/pokedex/rattata'}, {'IdEvolucao': '#0020', 'NomeEvolucao': 'Raticate', 'UrlEvolucao': 'https://pokemondb.net/pokedex/raticate'}, {'IdEvolucao': '#0019', 'NomeEvolucao': 'Rattata', 'UrlEvolucao': 'https://pokemondb.net/pokedex/rattata'}, {'IdEvolucao': '#0020', 'NomeEvolucao': 'Raticate', 'UrlEvolucao': 'https://pokemondb.net/pokedex/raticate'}]"
659,Bunnelby,5.0 kg (11.0 lbs),0.4 m (1′04″),Normal,,https://pokemondb.net/pokedex/bunnelby,"[{'name': 'Cheek Pouch', 'text': ""restores the bearer's HP when a Berry is consumed, on top of the berry's usual effects. So for example, it may cure a status condition and restore HP, or restore more HP than normal. No Pokémon have   as a hidden ability."", 'url': 'https://pokemondb.net/ability/cheek-pouch'}]","[{'IdEvolucao': '#0659', 'NomeEvolucao': 'Bunnelby', 'UrlEvolucao': 'https://pokemondb.net/pokedex/bunnelby'}, {'IdEvolucao': '#0660', 'NomeEvolucao': 'Diggersby', 'UrlEvolucao': 'https://pokemondb.net/pokedex/diggersby'}]"
15,Beedrill,29.5 kg (65.0 lbs),1.0 m (3′03″),Bug,Poison,https://pokemondb.net/pokedex/beedrill,"[{'name': 'Swarm', 'text': ""increases the power of  -type moves by 50% (1.5×) when the ability-bearer's HP falls below a third of its maximum (known in-game as  ). If a Pokémon with   is the leading party Pokémon, wild Pokémon are twice as likely to appear."", 'url': 'https://pokemondb.net/ability/swarm'}]","[{'IdEvolucao': '#0013', 'NomeEvolucao': 'Weedle', 'UrlEvolucao': 'https://pokemondb.net/pokedex/weedle'}, {'IdEvolucao': '#0014', 'NomeEvolucao': 'Kakuna', 'UrlEvolucao': 'https://pokemondb.net/pokedex/kakuna'}, {'IdEvolucao': '#0015', 'NomeEvolucao': 'Beedrill', 'UrlEvolucao': 'https://pokemondb.net/pokedex/beedrill'}]"
659,Bunnelby,5.0 kg (11.0 lbs),0.4 m (1′04″),Normal,,https://pokemondb.net/pokedex/bunnelby,"[{'name': 'Cheek Pouch', 'text': ""restores the bearer's HP when a Berry is consumed, on top of the berry's usual effects. So for example, it may cure a status condition and restore HP, or restore more HP than normal. No Pokémon have   as a hidden ability."", 'url': 'https://pokemondb.net/ability/cheek-pouch'}, {'name': 'Pickup', 'text': 'When another Pokémon on the field uses a single-use held item, a Pokémon with   will obtain the used item (if they are not already holding anything) and it can be used again. Pokémon with   will also obtain an item thrown at them with   (if they are not already holding anything). In  ,   has no effect in battle. When a battle ends, any party Pokémon with   has a 10% chance of picking up an item (if they are not already holding an item). Items picked up range from Potions, Great Balls, Ultra Balls and Rare Candies up to Leftovers and some TMs. Better items have a lower chance of being found; furthermore, higher-level Pokémon will obtain better items.', 'url': 'https://pokemondb.net/ability/pickup'}]","[{'IdEvolucao': '#0659', 'NomeEvolucao': 'Bunnelby', 'UrlEvolucao': 'https://pokemondb.net/pokedex/bunnelby'}, {'IdEvolucao': '#0660', 'NomeEvolucao': 'Diggersby', 'UrlEvolucao': 'https://pokemondb.net/pokedex/diggersby'}]"
13,Weedle,3.2 kg (7.1 lbs),0.3 m (1′00″),Bug,Poison,https://pokemondb.net/pokedex/weedle,"[{'name': 'Shield Dust', 'text': 'Blocks the added effects of attacks taken.\n No Pokémon have   as a hidden ability.', 'url': 'https://pokemondb.net/ability/shield-dust'}]","[{'IdEvolucao': '#0013', 'NomeEvolucao': 'Weedle', 'UrlEvolucao': 'https://pokemondb.net/pokedex/weedle'}, {'IdEvolucao': '#0014', 'NomeEvolucao': 'Kakuna', 'UrlEvolucao': 'https://pokemondb.net/pokedex/kakuna'}, {'IdEvolucao': '#0015', 'NomeEvolucao': 'Beedrill', 'UrlEvolucao': 'https://pokemondb.net/pokedex/beedrill'}]"
1006,Iron Valiant,35.0 kg (77.2 lbs),1.4 m (4′07″),Fairy,Fighting,https://pokemondb.net/pokedex/iron-valiant,"[{'name': 'Quark Drive', 'text': 'Raises highest stat on Electric Terrain, or if holding Booster Energy.\n No Pokémon have   as a hidden ability.', 'url': 'https://pokemondb.net/ability/quark-drive'}]",
15,Beedrill,29.5 kg (65.0 lbs),1.0 m (3′03″),Bug,Poison,https://pokemondb.net/pokedex/beedrill,"[{'name': 'Swarm', 'text': ""increases the power of  -type moves by 50% (1.5×) when the ability-bearer's HP falls below a third of its maximum (known in-game as  ). If a Pokémon with   is the leading party Pokémon, wild Pokémon are twice as likely to appear."", 'url': 'https://pokemondb.net/ability/swarm'}, {'name': 'Adaptability', 'text': 'increases the effectiveness of   moves from the usual 1.5× to 2×. For example, a  -type Pokémon using   (base power 90) would normally get an effective power of 135. With   it would be 180 instead.', 'url': 'https://pokemondb.net/ability/adaptability'}]","[{'IdEvolucao': '#0013', 'NomeEvolucao': 'Weedle', 'UrlEvolucao': 'https://pokemondb.net/pokedex/weedle'}, {'IdEvolucao': '#0014', 'NomeEvolucao': 'Kakuna', 'UrlEvolucao': 'https://pokemondb.net/pokedex/kakuna'}, {'IdEvolucao': '#0015', 'NomeEvolucao': 'Beedrill', 'UrlEvolucao': 'https://pokemondb.net/pokedex/beedrill'}]"
12,Butterfree,32.0 kg (70.5 lbs),1.1 m (3′07″),Bug,Flying,https://pokemondb.net/pokedex/butterfree,"[{'name': 'Compound Eyes', 'text': ""raises the ability-bearer's accuracy by 30%. In  , this ability's name was formatted as  . If a Pokémon with   is first in the party, Pokémon that can be holding items have that chance increase from 50% to 60% (for common items), 5% to 20% (for uncommon items) or 1% to 5% (for rare items)."", 'url': 'https://pokemondb.net/ability/compound-eyes'}]","[{'IdEvolucao': '#0010', 'NomeEvolucao': 'Caterpie', 'UrlEvolucao': 'https://pokemondb.net/pokedex/caterpie'}, {'IdEvolucao': '#0011', 'NomeEvolucao': 'Metapod', 'UrlEvolucao': 'https://pokemondb.net/pokedex/metapod'}, {'IdEvolucao': '#0012', 'NomeEvolucao': 'Butterfree', 'UrlEvolucao': 'https://pokemondb.net/pokedex/butterfree'}]"
18,Pidgeot,39.5 kg (87.1 lbs),1.5 m (4′11″),Normal,Flying,https://pokemondb.net/pokedex/pidgeot,"[{'name': 'No Guard', 'text': 'ensures that all attacks used by, and targeted at, the ability-bearer hit without fail. This includes moves used on a Pokémon in the   stages of the moves  ,  ,   and  . If a Pokémon with   is the leading party Pokémon, wild Pokémon are twice as likely to appear.', 'url': 'https://pokemondb.net/ability/no-guard'}]","[{'IdEvolucao': '#0016', 'NomeEvolucao': 'Pidgey', 'UrlEvolucao': 'https://pokemondb.net/pokedex/pidgey'}, {'IdEvolucao': '#0017', 'NomeEvolucao': 'Pidgeotto', 'UrlEvolucao': 'https://pokemondb.net/pokedex/pidgeotto'}, {'IdEvolucao': '#0018', 'NomeEvolucao': 'Pidgeot', 'UrlEvolucao': 'https://pokemondb.net/pokedex/pidgeot'}]"
1009,Walking Wake,280.0 kg (617.3 lbs),3.5 m (11′06″),Water,Dragon,https://pokemondb.net/pokedex/walking-wake,"[{'name': 'Protosynthesis', 'text': 'Raises highest stat in harsh sunlight, or if holding Booster Energy.\n No Pokémon have   as a hidden ability.', 'url': 'https://pokemondb.net/ability/protosynthesis'}]",
1007,Koraidon,303.0 kg (668.0 lbs),2.5 m (8′02″),Fighting,Dragon,https://pokemondb.net/pokedex/koraidon,"[{'name': 'Orichalcum Pulse', 'text': 'Turns the sunlight harsh when entering battle, and boosts Attack while active.\n No Pokémon have   as a hidden ability.', 'url': 'https://pokemondb.net/ability/orichalcum-pulse'}]",
1008,Miraidon,240.0 kg (529.1 lbs),3.5 m (11′06″),Electric,Dragon,https://pokemondb.net/pokedex/miraidon,"[{'name': 'Hadron Engine', 'text': 'Creates an Electric Terrain when entering battle, and boosts Special Attack while active.\n No Pokémon have   as a hidden ability.', 'url': 'https://pokemondb.net/ability/hadron-engine'}]",
966,Revavroom,120.0 kg (264.6 lbs),1.8 m (5′11″),Steel,Poison,https://pokemondb.net/pokedex/revavroom,"[{'name': 'Overcoat', 'text': 'makes the Pokémon immune to residual damage from weather conditions (specifically   and  ).', 'url': 'https://pokemondb.net/ability/overcoat'}]","[{'IdEvolucao': '#0965', 'NomeEvolucao': 'Varoom', 'UrlEvolucao': 'https://pokemondb.net/pokedex/varoom'}, {'IdEvolucao': '#0966', 'NomeEvolucao': 'Revavroom', 'UrlEvolucao': 'https://pokemondb.net/pokedex/revavroom'}]"
1000,Gholdengo,30.0 kg (66.1 lbs),1.2 m (3′11″),Steel,Ghost,https://pokemondb.net/pokedex/gholdengo,"[{'name': 'Good as Gold', 'text': 'Gives immunity to status moves.\n No Pokémon have   as a hidden ability.', 'url': 'https://pokemondb.net/ability/good-as-gold'}]","[{'IdEvolucao': '#0999', 'NomeEvolucao': 'Gimmighoul', 'UrlEvolucao': 'https://pokemondb.net/pokedex/gimmighoul'}, {'IdEvolucao': '#1000', 'NomeEvolucao': 'Gholdengo', 'UrlEvolucao': 'https://pokemondb.net/pokedex/gholdengo'}]"
1004,Chi-Yu,4.9 kg (10.8 lbs),0.4 m (1′04″),Dark,Fire,https://pokemondb.net/pokedex/chi-yu,"[{'name': 'Beads of Ruin', 'text': 'Lowers Special Defense of all Pokémon except itself.\n No Pokémon have   as a hidden ability.', 'url': 'https://pokemondb.net/ability/beads-of-ruin'}]",
1003,Ting-Lu,699.7 kg (1542.6 lbs),2.7 m (8′10″),Dark,Ground,https://pokemondb.net/pokedex/ting-lu,"[{'name': 'Vessel of Ruin', 'text': 'Lowers Special Attack of all Pokémon except itself.\n No Pokémon have   as a hidden ability.', 'url': 'https://pokemondb.net/ability/vessel-of-ruin'}]",
1002,Chien-Pao,152.2 kg (335.5 lbs),1.9 m (6′03″),Dark,Ice,https://pokemondb.net/pokedex/chien-pao,"[{'name': 'Sword of Ruin', 'text': 'Lowers Defense of all Pokémon except itself.\n No Pokémon have   as a hidden ability.', 'url': 'https://pokemondb.net/ability/sword-of-ruin'}]",
1001,Wo-Chien,74.2 kg (163.6 lbs),1.5 m (4′11″),Dark,Grass,https://pokemondb.net/pokedex/wo-chien,"[{'name': 'Tablets of Ruin', 'text': 'Lowers Attack of all Pokémon except itself.\n No Pokémon have   as a hidden ability.', 'url': 'https://pokemondb.net/ability/tablets-of-ruin'}]",
999,Gimmighoul,5.0 kg (11.0 lbs),0.3 m (1′00″),Ghost,,https://pokemondb.net/pokedex/gimmighoul,"[{'name': 'Rattled', 'text': 'When a Pokémon with   is hit by a  ,   or   type move, its Speed is raised one stage (up to the usual maximum of +6 stages).', 'url': 'https://pokemondb.net/ability/rattled'}]","[{'IdEvolucao': '#0999', 'NomeEvolucao': 'Gimmighoul', 'UrlEvolucao': 'https://pokemondb.net/pokedex/gimmighoul'}, {'IdEvolucao': '#1000', 'NomeEvolucao': 'Gholdengo', 'UrlEvolucao': 'https://pokemondb.net/pokedex/gholdengo'}]"
998,Baxcalibur,210.0 kg (463.0 lbs),2.1 m (6′11″),Dragon,Ice,https://pokemondb.net/pokedex/baxcalibur,"[{'name': 'Thermal Exchange', 'text': 'Raises Attack when hit by a Fire-type move. Cannot be burned.\n No Pokémon have   as a hidden ability.', 'url': 'https://pokemondb.net/ability/thermal-exchange'}]","[{'IdEvolucao': '#0996', 'NomeEvolucao': 'Frigibax', 'UrlEvolucao': 'https://pokemondb.net/pokedex/frigibax'}, {'IdEvolucao': '#0997', 'NomeEvolucao': 'Arctibax', 'UrlEvolucao': 'https://pokemondb.net/pokedex/arctibax'}, {'IdEvolucao': '#0998', 'NomeEvolucao': 'Baxcalibur', 'UrlEvolucao': 'https://pokemondb.net/pokedex/baxcalibur'}]"
977,Dondozo,220.0 kg (485.0 lbs),12.0 m (39′04″),Water,,https://pokemondb.net/pokedex/dondozo,"[{'name': 'Unaware', 'text': 'Ignores any stat changes in the Pokémon.', 'url': 'https://pokemondb.net/ability/unaware'}]",
981,Farigiraf,160.0 kg (352.7 lbs),3.2 m (10′06″),Normal,Psychic,https://pokemondb.net/pokedex/farigiraf,"[{'name': 'Armor Tail', 'text': 'prevents the opponent from using any moves that have priority, such as  . No Pokémon have   as a hidden ability.', 'url': 'https://pokemondb.net/ability/armor-tail'}]","[{'IdEvolucao': '#0203', 'NomeEvolucao': 'Girafarig', 'UrlEvolucao': 'https://pokemondb.net/pokedex/girafarig'}, {'IdEvolucao': '#0981', 'NomeEvolucao': 'Farigiraf', 'UrlEvolucao': 'https://pokemondb.net/pokedex/farigiraf'}]"
981,Farigiraf,160.0 kg (352.7 lbs),3.2 m (10′06″),Normal,Psychic,https://pokemondb.net/pokedex/farigiraf,"[{'name': 'Armor Tail', 'text': 'prevents the opponent from using any moves that have priority, such as  . No Pokémon have   as a hidden ability.', 'url': 'https://pokemondb.net/ability/armor-tail'}, {'name': 'Cud Chew', 'text': 'causes the Pokémon to reuse an already consumed Berry at the end of the next turn.', 'url': 'https://pokemondb.net/ability/cud-chew'}]","[{'IdEvolucao': '#0203', 'NomeEvolucao': 'Girafarig', 'UrlEvolucao': 'https://pokemondb.net/pokedex/girafarig'}, {'IdEvolucao': '#0981', 'NomeEvolucao': 'Farigiraf', 'UrlEvolucao': 'https://pokemondb.net/pokedex/farigiraf'}]"
973,Flamigo,37.0 kg (81.6 lbs),1.6 m (5′03″),Flying,Fighting,https://pokemondb.net/pokedex/flamigo,"[{'name': 'Scrappy', 'text': 'Enables moves to hit Ghost-type Pokémon.', 'url': 'https://pokemondb.net/ability/scrappy'}]",
972,Houndstone,15.0 kg (33.1 lbs),2.0 m (6′07″),Ghost,,https://pokemondb.net/pokedex/houndstone,"[{'name': 'Sand Rush', 'text': ""doubles the ability-bearer's Speed during a  ."", 'url': 'https://pokemondb.net/ability/sand-rush'}]","[{'IdEvolucao': '#0971', 'NomeEvolucao': 'Greavard', 'UrlEvolucao': 'https://pokemondb.net/pokedex/greavard'}, {'IdEvolucao': '#0972', 'NomeEvolucao': 'Houndstone', 'UrlEvolucao': 'https://pokemondb.net/pokedex/houndstone'}]"
983,Kingambit,120.0 kg (264.6 lbs),2.0 m (6′07″),Dark,Steel,https://pokemondb.net/pokedex/kingambit,"[{'name': 'Defiant', 'text': ""raises the ability-bearer's Attack by two stages when hit by a stat-lowering move. Stats can be raised to a maximum of +6 stages each."", 'url': 'https://pokemondb.net/ability/defiant'}]","[{'IdEvolucao': '#0624', 'NomeEvolucao': 'Pawniard', 'UrlEvolucao': 'https://pokemondb.net/pokedex/pawniard'}, {'IdEvolucao': '#0625', 'NomeEvolucao': 'Bisharp', 'UrlEvolucao': 'https://pokemondb.net/pokedex/bisharp'}, {'IdEvolucao': '#0983', 'NomeEvolucao': 'Kingambit', 'UrlEvolucao': 'https://pokemondb.net/pokedex/kingambit'}]"
980,Clodsire,223.0 kg (491.6 lbs),1.8 m (5′11″),Poison,Ground,https://pokemondb.net/pokedex/clodsire,"[{'name': 'Poison Point', 'text': 'Contact with the Pokémon may poison the attacker.\n No Pokémon have   as a hidden ability.', 'url': 'https://pokemondb.net/ability/poison-point'}]","[{'IdEvolucao': '#0194', 'NomeEvolucao': 'Wooper', 'UrlEvolucao': 'https://pokemondb.net/pokedex/wooper'}, {'IdEvolucao': '#0195', 'NomeEvolucao': 'Quagsire', 'UrlEvolucao': 'https://pokemondb.net/pokedex/quagsire'}, {'IdEvolucao': '#0194', 'NomeEvolucao': 'Wooper', 'UrlEvolucao': 'https://pokemondb.net/pokedex/wooper'}, {'IdEvolucao': '#0980', 'NomeEvolucao': 'Clodsire', 'UrlEvolucao': 'https://pokemondb.net/pokedex/clodsire'}]"
982,Dudunsparce,39.2 kg (86.4 lbs),3.6 m (11′10″),Normal,,https://pokemondb.net/pokedex/dudunsparce,"[{'name': 'Serene Grace', 'text': ""doubles the chance of moves' secondary effects occurring - specifically stat changes, status ailments, or flinching. It also increases the chance of flinching due to the held items   and   from 10% to 20% (however, note that those items do not affect moves that already have a flinch chance).  does not affect status moves or the Pokémon's critical hit ratio.  normally has a 20% chance of lowering Special Defense; with   it is boosted to a 40% chance.  has a 30% of causing the target to flinch; with   it is boosted to a 60% chance. If the item   is held it does not increase that percentage, but rather if the move does not cause flinching (40% chance), then there is now a further 20% chance the target will flinch from  . This means   with   and   gives a total probability of 68% (1 - 0.4*0.8) that the opponent will flinch. In     does not increase the flinch chance of   or Razor Fang. In     does not affect the move  ."", 'url': 'https://pokemondb.net/ability/serene-grace'}]","[{'IdEvolucao': '#0206', 'NomeEvolucao': 'Dunsparce', 'UrlEvolucao': 'https://pokemondb.net/pokedex/dunsparce'}, {'IdEvolucao': '#0982', 'NomeEvolucao': 'Dudunsparce', 'UrlEvolucao': 'https://pokemondb.net/pokedex/dudunsparce'}, {'IdEvolucao': '#0982', 'NomeEvolucao': 'Dudunsparce', 'UrlEvolucao': 'https://pokemondb.net/pokedex/dudunsparce'}]"
